finding_id,study_id,publication_id,doi,publication_year,primary_research_family,outcome,outcome_family,statement,about_ids,n_values
P502e5b068f4c:FN5,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,CALE specifications generally predicted better than additive specifications. The gain was clear in arm 1 and small in arm 2.,,2
P502e5b068f4c:FN6,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,The estimated scaling coefficients indicated about 10% shrinkage for self-care addition and about 15% shrinkage for vision addition.,,2
P502e5b068f4c:FN7,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,"All 600 students completed the tasks. The mean completion time was 36.7 minutes, and the mean number of moves to indifference was 6.77.",,3
P502e5b068f4c:FN8,P502e5b068f4c:S1,doi:10.1016/j.jval.2024.06.018,10.1016/j.jval.2024.06.018,2024,METHODS_RESEARCH,,,"In the CALE scaling models, self-care had the smallest dimension weight and vision had the largest dimension weight.",,0
P50377901fd45:FND1,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Agreement between care-recipient proxy assessments and caregiver self-assessments,MEASUREMENT_PROPERTY,"Care-recipient proxy assessments had fair-to-moderate agreement with caregiver self-assessments across EQ-5D-5L dimensions, and moderate agreement for the EQ-5D-5L Index and EQ VAS.",P50377901fd45:O1,3
P50377901fd45:FND2,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Directional bias of care-recipient proxy assessments of caregiver HRQL,MEASUREMENT_PROPERTY,"Care recipients consistently overestimated caregiver HRQL across all EQ-5D-5L dimensions and summary scores; the largest dimension-level differences were for usual activities and anxiety/depression, while summary-score bias was small.",P50377901fd45:O2,4
P50377901fd45:FND3,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Agreement between caregiver proxy assessments and care-recipient self-assessments,MEASUREMENT_PROPERTY,"In the traditional proxy direction, caregivers had moderate-to-excellent agreement with care-recipient self-assessments and substantially higher agreement than care recipients assessing caregivers.",P50377901fd45:O3,3
P50377901fd45:FND4,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Directional bias of caregiver proxy assessments of care-recipient HRQL,MEASUREMENT_PROPERTY,"Caregivers slightly underestimated care-recipient HRQL on summary scores, with smaller bias than in the reversed proxy direction.",P50377901fd45:O4,2
P50377901fd45:FND5,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Stability of agreement and bias patterns across caregiving subgroups and weighted-kappa sensitivity analyses,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Agreement and directional-bias patterns remained consistent across subgroup analyses of caregiving duration, baseline HRQL, living situation, and care-recipient memory issues; weighted-kappa sensitivity analyses supported the findings.",P50377901fd45:O5,0
P50377901fd45:FND6,P50377901fd45:S1,doi:10.1016/j.jval.2025.10.012,10.1016/j.jval.2025.10.012,2025,MEASUREMENT_PROPERTY_EVALUATION,Agreement between care-recipient proxy assessments and caregiver self-assessments,MEASUREMENT_PROPERTY,The hypothesis that more observable dimensions would have higher agreement was not supported; usual activities had the lowest agreement when care recipients assessed caregivers.,P50377901fd45:O1,1
P506f670d0dee:FIN1,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Sensitivity of the HSDI and Shannon evenness J' to random variation and to rare profiles,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The HSDI is strongly reduced by rare profiles (regression slopes near -1 in simulated data and about -0.8 to -0.9 in real data) whereas the Shannon evenness J' declines more slowly with rare profiles; conversely the HSDI is highly sensitive to purely random variation in profile counts, falling from 1 to 0.8 in a total-evenness simulation where J' stayed near 0.99.",P506f670d0dee:OUT1,2
P506f670d0dee:FIN2,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Absolute and relative discriminatory power of the EQ-5D-3L and EQ-5D-5L descriptive systems,MEASUREMENT_PROPERTY,"EQ-5D-5L data from Cambridgeshire were much less clustered than EQ-5D-3L data from HSE and PROMs, with higher Shannon indices, HSDI and J' values for the 5L.",P506f670d0dee:OUT2 | P506f670d0dee:OUT3,4
P506f670d0dee:FIN3,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Sensitivity of the HSDI and Shannon evenness J' to random variation and to rare profiles,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The Shannon index is underestimated in finite samples by (S-bar - 1)/2N, and because the theoretical maximum number of profiles is 243 for the 3L and 3,125 for the 5L, this bias is larger for the 5L and can make the 5L appear more discriminating even when H' is equal.",P506f670d0dee:OUT1 | P506f670d0dee:OUT2,1
P506f670d0dee:FIN4,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Observed distribution of EQ-5D dimension levels and health state profiles across NHS data sets,HEALTH_STATUS_OR_EQ_VAS,"EQ-5D-3L data were highly concentrated, with the ten most frequent profiles covering more than 90% of observations in all data sets and 11111 the most frequent profile in the general population survey and after surgery; EQ-5D-5L data were more dispersed, with the ten most frequent profiles covering about 10% (rehabilitation) to 30% of observations.",P506f670d0dee:OUT3,2
P506f670d0dee:FIN5,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Absolute and relative discriminatory power of the EQ-5D-3L and EQ-5D-5L descriptive systems,MEASUREMENT_PROPERTY,"In the NHS PROMs data, EQ-5D-3L profile distributions were more concentrated and less discriminating after surgery than before, as patients moved from a wide range of poor states to a narrow set of mild states.",P506f670d0dee:OUT2 | P506f670d0dee:OUT3,2
P506f670d0dee:FIN6,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Sensitivity of the HSDI and Shannon evenness J' to random variation and to rare profiles,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Power law (Pareto) functions fitted the cumulative distributions well, better for the 5L than the 3L and best where the proportion of rare profiles was moderate; the estimated slope was largest for rehabilitation patients, indicating the least concentrated distribution.",P506f670d0dee:OUT1 | P506f670d0dee:OUT3,2
P506f670d0dee:FIN7,P506f670d0dee:S1,P506f670d0dee,,2018,METHODS_RESEARCH,Sensitivity of the HSDI and Shannon evenness J' to random variation and to rare profiles,METHOD_PERFORMANCE_OR_DATA_QUALITY,"The specialist nursing sample showed a non-linear relationship between J' and the proportion of rare profiles (R2=0.29), revealing two distinct subgroups: about a quarter of patients concentrated in five profiles and the remainder spread almost uniformly across 727 profiles.",P506f670d0dee:OUT1 | P506f670d0dee:OUT3,2
P507a44805418:F1,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Proportion of logically inconsistent C-TTO health state pairs,METHOD_PERFORMANCE_OR_DATA_QUALITY,The proportion of inconsistent health state pairs did not differ significantly across arms.,P507a44805418:O1,3
P507a44805418:F2,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Proportion of tied C-TTO values across dominance pairs,METHOD_PERFORMANCE_OR_DATA_QUALITY,The proportion of tied C-TTO values was statistically significantly lower in both ranking arms than in the control arm.,P507a44805418:O2,3
P507a44805418:F3,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Rate at which state 55555 was not valued as the worst state,METHOD_PERFORMANCE_OR_DATA_QUALITY,The rate at which state 55555 was not valued as the worst state did not differ significantly across arms.,P507a44805418:O3,3
P507a44805418:F4,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,"Interview duration, task times, flagged interviews and estimated extra data collection cost",FEASIBILITY,Adding the ranking task lengthened interviews by about 7 minutes and increased data collection cost by at least 15%.,P507a44805418:O4,4
P507a44805418:F5,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Proportion of logically inconsistent C-TTO health state pairs,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Within the ranking and sorting arm, inconsistency rates were similar between ranking responses and C-TTO responses, but ties were far less frequent in the ranking task.",P507a44805418:O1 | P507a44805418:O2,2
P507a44805418:F6,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,"Interview duration, task times, flagged interviews and estimated extra data collection cost",FEASIBILITY,"Quality control flagging rates were low and did not differ significantly across arms, and no interviewer reached the 40% retraining threshold.",P507a44805418:O4,3
P507a44805418:F7,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Proportion of logically inconsistent C-TTO health state pairs,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Value distributions were broadly similar across arms, with one significant mean difference for state 35311 between the control and the ranking and sorting arms.",P507a44805418:O1,1
P507a44805418:F8,P507a44805418:S1,doi:10.1016/j.jval.2016.02.002,10.1016/j.jval.2016.02.002,2016,METHODS_RESEARCH,Respondent-reported task difficulty and understanding,USABILITY_OR_ACCEPTABILITY,Respondents in the ranking arms reported the tasks as more complex than respondents in the control arm.,P507a44805418:O5,3
P509443701748:finding_compound,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Some participants treated concentrating and thinking clearly as different experiences, and sadness as a transient state distinct from clinical or longer-lasting depression. These compound items could therefore be difficult to answer with one response.",,0
P509443701748:finding_comprehensive,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Half of the participants regarded the EQ-HWB-9 as comprehensive. Suggested additions included more specific mental or emotional content, a global health assessment, environmental or resource factors, sleep, self-care, and social support; many suggested domains occur in the long-form EQ-HWB.",,1
P509443701748:finding_control,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"The control item was less consistently understood than most items. It resonated more strongly with caregivers and social care users than with participants classified by chronic illness alone, and the parenthetical example could conflict with the less absolute modified wording.",,1
P509443701748:finding_general,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Most modified EQ-HWB-9 items had strong face and content validity. Participants generally interpreted daily activities, exhaustion, loneliness, anxiety, sadness or depression, and pain as intended and supplied relevant examples from chronic illness, caregiving, and social care.",,5
P509443701748:finding_layout,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,More participants preferred full repeated questions to a shared item stem because repetition was clearer and reduced the need to remember the stem. Preferences for whether mobility or daily activities should appear first did not form a strong consensus.,,1
P509443701748:finding_mobility,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,Mobility caused the clearest comprehension problem. The parenthetical examples led some participants to think that the item applied only to people who used mobility devices; participants also questioned whether driving and other transport counted and noted different indoor and outdoor obstacles.,,3
P509443701748:finding_sorting,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Most participants correctly ordered each modified response scale, but incorrect ordering affected about one quarter of the sample and was most frequent for the frequency scale. Fully reversed orders were treated as task-instruction misunderstandings and counted as correct.",,3
P509443701748:finding_wording,P509443701748:study_main,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,MEASUREMENT_PROPERTY_EVALUATION,,,"Participants generally preferred the proposed modified terms: difficulty rather than trouble for cognition, lack of control rather than no control, a little of the time rather than only occasionally, and moderate difficulty rather than some difficulty.",,4
P509d6314b9f5:find_convergent,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"EQ-5D-3L index and EQ VAS showed the expected convergent relationships with ataxia severity, functional impairment, non-ataxia signs, and depressive symptoms; correlations were generally weaker in SCA 6.",,4
P509d6314b9f5:find_dimensions,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Physical EQ-5D-3L dimensions correlated most strongly with SARA and ADL, while pain or discomfort and anxiety or depression correlated more strongly with PHQ-9.",,0
P509d6314b9f5:find_distribution,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"At baseline, the mean EQ-5D-3L index was 0.65, with limited ceiling effects for the EQ-5D-3L index and EQ VAS.",,3
P509d6314b9f5:find_known,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"In SCA 1-3, EQ-5D-3L index values were lower in older patients and in groups with more severe ataxia, more non-ataxia signs, more depressive symptoms, and lower EQ VAS; in SCA 6, age and INAS groups did not differ significantly.",,0
P509d6314b9f5:find_missing,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,Non-item response was low for both the EQ-5D-3L index and EQ VAS.,,2
P509d6314b9f5:find_reliability,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Among 27 patients classified as stable at 12 months, EQ-5D-3L item agreement and index and EQ VAS intraclass correlations met the study thresholds for acceptable test-retest reliability.",,3
P509d6314b9f5:find_responsive_stable,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,Patients with no SARA score change showed no responsiveness in the EQ-5D-3L index or EQ VAS.,,0
P509d6314b9f5:find_responsive_worse,P509d6314b9f5:study1,doi:10.1007/s12311-023-01597-3,10.1007/s12311-023-01597-3,2023,MEASUREMENT_PROPERTY_EVALUATION,,,"Among patients whose SARA score deteriorated, EQ-5D-3L index and EQ VAS changes were almost none to small across follow-up, while SARA changes increased from small to moderate.",,4
P50c44b2531b6:FIND1,P50c44b2531b6:S1,doi:10.1007/s40273-023-01267-6,10.1007/s40273-023-01267-6,2023,APPLIED_USE_RESEARCH,,,"Predicted absenteeism and presenteeism generally increased as EQ-5D-5L health-state severity increased. The fitted relationship showed a diminishing marginal effect of disutility, although very severe states were not studied.",P50c44b2531b6:F_PROFILE,0
